id,rank,symbol,name,supply,maxSupply,marketCapUsd,volumeUsd24Hr,priceUsd,changePercent24Hr,vwap24Hr,explorer
skale-network,117,SKL,SKALE,5775852671.0000000000000000,7000000000.0000000000000000,222802777.8795045395166506,21353358.5319298976795072,0.0385748720700886,-2.8023734020446258,0.0381628231362849,https://etherscan.io/token/0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7
sushiswap,118,SUSHI,SushiSwap,264034691.0446661400000000,,222190326.5027250416452156,23295861.5338935322162746,0.8415194443715641,-2.8348748953494195,0.8270973574020142,https://etherscan.io/token/0x6b3595068778dd592e39a122f4f5a5cf09c90fe2
mask-network,119,MASK,Mask Network,100000000.0000000000000000,100000000.0000000000000000,221616877.0116301600000000,25903027.5208098672018027,2.2161687701163016,-1.2280123988734339,2.2069979569665710,https://etherscan.io/token/0x69af81e73a73b40adf4f3d4223cd9b1ece623074
siacoin,120,SC,Siacoin,56023868009.0569150000000000,,221579616.9755495116294857,2487355.3879319753055749,0.0039550931567190,-4.8332998990104841,0.0040024407162556,http://explore.sia.tech/
ravencoin,121,RVN,Ravencoin,14800741069.1823730000000000,21000000000.0000000000000000,213670256.6797118573542344,4261078.6254359494458441,0.0144364566396347,-1.0353964276002800,0.0141888077416939,https://ravencoin.network/
enjin-coin,122,ENJ,Enjin Coin,1803780924.0573807000000000,,213437542.5362437042797264,4636781.2421196037492028,0.1183278632618769,-0.4591626368234469,0.1158427557295679,https://etherscan.io/token/0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c
wootrade,123,WOO,WOO,1862182276.0715730000000000,,211454633.4271657410785151,2542541.8811387361750315,0.1135520599375732,-0.9542464176018624,0.1110137691447160,https://etherscan.io/token/0x4691937a7508860f876c9c0a2a617e7d9e945d4b
aelf,124,ELF,aelf,738833883.7927305000000000,,209732935.3208657035006903,3334584.5881343658547119,0.2838702175436547,-3.4907650504610995,0.2829937549120571,https://etherscan.io/token/0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e
harmony,125,ONE,Harmony,14416947574.2629070000000000,,203986743.7094597375474992,6064955.4416081835134739,0.0141490938118979,-0.1582078418235571,0.0138486494679909,https://explorer.harmony.one
yearn-finance,126,YFI,yearn.finance,33687.3388591100000000,,196991533.8818043928121246,18365056.2336694544776270,5847.6430775870669397,-1.1805340902636776,5767.7994806373249611,https://etherscan.io/token/0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e
iotex,127,IOTX,IoTeX,9441369057.0000000000000000,10000000000.0000000000000000,195315008.0356160512528089,4907028.1476510946950879,0.0206871489565177,-5.2323185141910932,0.0203128701466813,https://etherscan.io/token/0x6fb3e0a217407efff7ca062d46c26e5d60a14d69
decred,128,DCR,Decred,16610663.0460220900000000,21000000.0000000000000000,187376304.4751041665124477,528837.0241772135130358,11.2804831424219946,-0.5873076561834898,11.0840420882559429,https://mainnet.decred.org/
horizen,129,ZEN,Horizen,15851100.0000000000000000,21000000.0000000000000000,187236489.6783367722207900,16547307.6936575348866396,11.8122079652728689,0.4421196925701627,11.4566794150142516,https://explorer.zensystem.io/
sun-token,130,SUN,Sun [New],9807633987.6310830000000000,,180252001.7004625915893563,50554004.8509262255622677,0.0183787447541158,-0.6075770474387810,0.0185642557509302,https://tronscan.org/#/token20/TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S
loopring,131,LRC,Loopring,1366825863.5098650000000000,,175292034.2575612194128290,5792604.2467331933903050,0.1282475251144500,-0.8252276268014555,0.1264943203471452,https://etherscan.io/token/0xEF68e7C694F40c8202821eDF525dE3782458639f
ontology,132,ONT,Ontology,912697857.0000000000000000,1000000000.0000000000000000,173187309.6056216533105458,6108568.2296897179651754,0.1897531677951794,2.6901647025718741,0.1826606206324055,https://explorer.ont.io/
nem,133,XEM,NEM,8999999999.0000000000000000,8999999999.0000000000000000,167569193.9322346006721274,5626263.9282637161720929,0.0186187993278726,-5.5141254770446148,0.0188417353757805,http://nembex.nem.ninja/
kadena,134,KDA,Kadena,305400967.8683200000000000,1000000000.0000000000000000,162535473.6397361564516354,871193.8746850700117892,0.5322035315546764,-1.0042897399321800,0.5202645183758902,https://explorer.chainweb.com/mainnet
venice-ai,135,VVV,venice ai,25956041.0096413680000000,100161152.0000000000000000,153681667.7452138768522330,61569179.7341553951815835,5.9208439256252077,2.1855792213486804,5.4369071164223023,https://basescan.org/token/0xacfE6019Ed1A7Dc6f7B508C02d1b04ec88cC21bf
casper,136,CSPR,Casper,12824516721.0000000000000000,,153451771.1297646360908208,2422363.2026406723413915,0.0119655012713648,-2.5946586712736737,0.0118275264187645,https://casperstats.io/
digibyte,137,DGB,DigiByte,17519667755.9046300000000000,21000000000.0000000000000000,151027599.1412526862931597,2375906.0092706776339788,0.0086204602304945,-0.1805259084801973,0.0083505319260582,https://digiexplorer.info/
hive-blockchain,138,HIVE,Hive,500749242.9450000000000000,,150802457.2733482708307566,4335646.9788027508932010,0.3011536400663350,-3.3300735939578766,0.2995670309784813,https://hiveblocks.com/
waves,139,WAVES,Waves,116918302.0000000000000000,,147540410.7196014609677528,2681133.9743957048124393,1.2619103099838164,-0.4508609905838057,1.2528782504745254,http://wavesexplorer.com/
standard-tokenization-protocol,140,STPT,STP,1942420283.0270670000000000,,145517883.7775004470364507,31841336.7594181527249335,0.0749157558995036,4.0073027102048937,0.0749847013358531,https://etherscan.io/token/0xde7d85157d9714eadf595045cc12ca4a5f3e2adb
frax-share,141,FXS,Frax Share,87517307.3818461900000000,,143732558.2510097127084926,260262.1037107056390944,1.6423329573416962,-1.4862157165456311,1.6080418459402311,https://etherscan.io/token/0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0
band-protocol,142,BAND,Band Protocol,156723831.3882750000000000,,139077569.4210480204631507,2410518.7428721510208351,0.8874053689798503,-1.6363214374153431,0.8749815256156203,https://etherscan.io/token/0xba11d00c5f74255f56a5e366f4f77f5a186d7f55
lcx,143,LCX,LCX,771584751.0000000000000000,950000000.0000000000000000,138411934.5605622259947957,1032185.1561855712106351,0.1793865604279707,-10.2819613334515703,0.1804543196935743,https://etherscan.io/token/0x037a54aab062628c9bbae1fdb1583c195585fe41
dydx,144,DYDX,dYdX,183765523.0000000000000000,1000000000.0000000000000000,135792614.1512545991109053,36796718.2033966081274318,0.7389449986832111,-1.4656675652658773,0.7335078395721694,
uma,145,UMA,UMA,84649192.4118354800000000,,133706639.6132832265911765,11045975.5395661494373003,1.5795382779645826,-3.5296212241357342,1.5642200530477645,https://etherscan.io/token/0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828
wax,146,WAXP,WAX,4326471050.1486450000000000,,132796363.3655699740328194,2858637.0369794534248842,0.0306939216341243,-2.3908111399307312,0.0305268175495547,https://etherscan.io/token/0x39Bb259F66E1C59d5ABEF88375979b4D20D98022
audius,147,AUDIO,Audius,1296455819.0000000000000000,,132681029.3865012166043455,4215236.1758334913726161,0.1023413427916445,-2.3111192960913125,0.1043330006966573,https://etherscan.io/token/0x18aaa7115705e8be94bffebde57af9bfc265b998
nano,148,XNO,Nano,133248297.0000000000000000,133248297.0000000000000000,131441927.6411559859972431,764118.1691025693776088,0.9864435838992823,-0.0310694985138241,,https://nano.org/en/explore/
icon,149,ICX,ICON,1047446825.7039550000000000,,130820781.9554406958352175,1592175.9288583441963315,0.1248949147060714,-1.0291001318420159,0.1233448356278109,https://tracker.icon.foundation/
velo,150,VELO,Velo,7390475595.0000000000000000,24000000000.0000000000000000,130622052.4491406211469900,9606849.6943515551239836,0.0176743770776420,-1.6981724521616294,0.0173705984390964,https://stellar.expert/explorer/public/asset/VELO-GDM4RQUQQUVSKQA7S6EM7XBZP3FCGH4Q7CL6TABQ7B2BEJ5ERARM2M5M-1
